word|transliteration|meaning|sentences
カード|かーど|card|支払いはカードでお願いします。<br><br>母の日に母にカードを書きました。
挨拶|あいさつ|"""<span style=""""color: rgb(14, 130, 255);"""">greet, greeting</span><span style=""""color: rgb(102, 102, 102);""""><br></span>"""|彼女は笑顔で挨拶した。<br><br>始めに会長が挨拶した。
階段|かいだん|"""stairs, <font color=""""#8e8e93"""">staircase, steps</font>"""|私たちは駅の階段をかけ上がった。<br><br>そこの階段を下りてください。
配る|くばる|"""<span style=""""color: rgb(255, 170, 0);"""">to hand out, distribute</span> <span style=""""color: rgb(102, 102, 102);"""">(direct object を)</span>"""|会議で書類を配った。<br><br>道でよくティッシュを配っています。
断る|ことわる|"""to refuse, turn down <span style=""""color: rgb(102, 102, 102);"""">(direct object を)</span>"""|私は彼のプロポーズを断った。<br><br>来週のパーティーは断りました。
グラム|ぐらむ|"""gram&nbsp;<span style=""""color: rgb(102, 102, 102);"""">(of weight)</span>"""|ひき肉を200グラムください。<br><br>パンダの赤ちゃんは生まれた時、147グラムしかありませんでした。
濃い|こい|"""<span style=""""color: rgb(255, 85, 0);"""">strong, concentrated</span>"""|私は濃い味が好きだ。<br><br>彼は眉が濃いね。
壊す|こわす|"""to break (something), destroy <span style=""""color: rgb(102, 102, 102);"""">(direct object を)</span>"""|彼女が私のケータイを壊した。<br><br>息子が私の眼鏡を壊しました。
桜|さくら|"""<span style=""""color: rgb(255, 0, 255);"""">cherry tree, cherry blossom</span>"""|桜は三月か四月に咲きます。<br><br>桜の花が咲きました。
仕方|しかた|way, method|ファイルのダウンロードの仕方が分かりません。<br><br>日本の挨拶の仕方を教えてください。
絵|え|"""<span style=""""color: rgb(14, 130, 255);"""">picture, painting</span>"""|これは有名な画家の絵です。<br><br>この絵は美しいです。
気温|きおん|"""<span style=""""color: rgb(14, 130, 255);"""">air temperature</span>"""|今日の気温は26度です。<br><br>現在の気温は30度です。
品物|しなもの|"""article, goods <font color=""""#8e8e93"""">(usually in the context of shopping or inventory)</font>"""|その店はいろいろな品物を売っている。<br><br>先週送った品物が届いていません。
吸う|すう|"""to smoke, inhale, <span style=""""color: rgb(175, 82, 222);"""">suck </span><span style=""""color: rgb(102, 102, 102);"""">(straw, etc)</span>"""|彼は大きく息を吸った。<br><br>彼はたばこを吸いません。
案内|あんない|"""<span style=""""color: rgb(255, 170, 0);"""">guide, guidance, </span><span style=""""color: rgb(102, 102, 102);"""">showing the way</span><br>"""|私が中をご案内します。<br><br>友達が東京を案内してくれました。
スキー|すきー|"""<font color=""""#007aff"""">ski, skiing</font>"""|冬はよくスキーに行きます。<br><br>スキーで膝を怪我しました。
金持ち|かねもち|"""<span style=""""color: rgb(0, 170, 0);"""">wealthy person</span>"""|彼は金持ちです。<br><br>私はもっとお金持ちの家に生まれたかった。
尋ねる|たずねる|"""<span style=""""color: rgb(0, 170, 0);"""">to inquire, ask&nbsp;</span><span style=""""color: rgb(102, 102, 102);"""">(direct object)</span>"""|彼女は道を尋ねた。<br><br>先生は、みんなの意見を尋ねました。
叩く|たたく|"""to hit, tap,<font color=""""#8e8e93""""> strike, clap, play (drums)</font>"""|彼は子供のおしりを叩いた。<br><br>知らない人に肩を叩かれました。
帰り|かえり|"""return, going home <font color=""""#8e8e93"""">(noun form)</font>"""|仕事の帰りにビールを飲んだ。<br><br>帰りに叔母の家に寄ります。
卵|たまご|egg|ニワトリは卵を産みます。<br><br>このオムレツに卵を三つ使いました。
氷|こおり|"""<span style=""""color: rgb(14, 130, 255);"""">ice</span>"""|グラスに氷を入れてください。<br><br>アイスコーヒーを氷なしでお願いします。
留学生|りゅうがくせい|"""international student, <font color=""""#8e8e93"""">foreign student, student studying abroad</font>"""|彼は留学生です。<br><br>私の学校にアメリカから留学生が来ます。
ソフト|そふと|"""<span style=""""color: rgb(255, 170, 0);"""">software, program </span><span style=""""color: rgb(102, 102, 102);"""">(for short)</span>"""|このソフトで日本語を勉強することができます。<br><br>このソフトにはいろいろな機能があります。
歯医者|はいしゃ|dentist|私は歯医者が嫌いです。<br><br>歯が痛いので歯医者に行きました。
蹴る|ける|"""to kick <font color=""""#8e8e93""""><span style=""""caret-color: rgb(142, 142, 147);"""">(direct object)</span></font>"""|ゴールキーパーがボールを蹴った。<br><br>飛行機で前の席を蹴らないでください。
敷く|しく|"""<span style=""""color: rgb(255, 170, 0);"""">to lay, spread</span> <font color=""""#8e8e93"""">(direct object を)</font>"""|生まれて初めて布団を敷いた。<br><br>彼は部屋にもう1枚カーペットを敷きました。
ひととき|ひととき|"""a moment, <font color=""""#8e8e93"""">a short period of time</font>"""|楽しいひとときをお過ごしください。<br><br>私は、ディズニーランドで夢のようなひとときを過ごしました。
交通事故|こうつうじこ|traffic accident|彼は交通事故を起こした。<br><br>今日の交通事故はゼロです。
遭う|あう|"""to encounter, get caught in <font color=""""#8e8e93"""">(no direct object)</font>"""|彼は交通事故に遭った。<br><br>兄と喧嘩して、痛い目に遭いました。
招待|しょうたい|"""<span style=""""color: rgb(0, 122, 255);"""">invitation<br></span>状態　じょうたい"""|高校のときの先生を結婚式に招待した。<br><br>ご招待、ありがとうございます。
咲く|さく|"""<span style=""""color: rgb(255, 0, 255);"""">to bloom, blossom</span>"""|桜の花が咲きました。<br><br>小さい花が咲いています。
二十歳|はたち|20 years old|妹は来年、二十歳になります。<br><br>日本では二十歳からお酒を飲めます。
銀|ぎん|"""silver <span style=""""color: rgb(102, 102, 102);"""">(metal)</span>"""|彼は銀メダルを取った。<br><br>娘に銀のブレスレットを買いました。
内側|うちがわ|"""<span style=""""color: rgb(170, 0, 255);"""">inside, interior</span>"""|白線の内側に下がってください。<br><br>カップの内側の線までお湯を入れてください。
池|いけ|"""<span style=""""color: rgb(0, 170, 0);"""">pond</span>"""|池に鯉がいます。<br><br>あの池はとても深い。
石|いし|"""stone,<font color=""""#8e8e93""""> (small) </font>rock"""|私は石につまずいた。<br><br>男の子が川に石を投げています。
愛|あい|love|彼女は愛をこめて手紙を書いた。<br><br>子供は親の愛を求めます。
課|か|section, division|今から課のミーティングがある。<br><br>今日は前の課の復習をします。
大学院|だいがくいん|graduate school|彼は大学院に進みました。<br><br>私は大学院でもっと科学を勉強したいです。
台所|だいどころ|kitchen|お母さんは台所にいます。<br><br>台所にねずみが出た。
カラー|からー|color (loan word)|カラーコピーは一枚いくらですか。<br><br>私たちのチームのカラーは青です。
すり|すり|pickpocket|すりに財布をとられた。<br><br>海外に行く時はすりに気を付けてください。
キャンプ|きゃんぷ|camping, camp|友達とキャンプに行った。<br><br>私たちは毎年、夏に家族でキャンプをします。
オートバイ|おーとばい|motorbike, motorcycle<br>|彼はオートバイに乗っている。<br><br>私はオートバイで事故に遭いました。
建つ|たつ|"""<span style=""""color: rgb(14, 130, 255);"""">to be built, be erected, </span><font color=""""#ff9500"""">stand</font> <font color=""""#8e8e93"""">(no direct object が)</font>"""|ここに来年、家が建ちます。<br><br>丘の上にホテルが建ちましたね。
刺す|さす|to sting, stab|虫に腕を刺されました。<br><br>蚊に足を刺された。
言い方|いいかた|way of speaking, expression|そんな言い方をしてはいけません。<br><br>もっと言い方に気を付けてください。
沈む|しずむ|"""<font color=""""#007aff"""">to&nbsp;sink</font> <font color=""""#8e8e93"""">(no direct object)</font>"""|ボートが川に沈んだ。<br><br>太陽は西に沈みます。
組み立てる|くみたてる|"""<span style=""""color: rgb(255, 170, 0);"""">to set up, put together </span><font color=""""#8e8e93"""">(direct object)</font>"""|日曜日に本棚を組み立てます。<br><br>私は自分でこのベッドを組み立てました。
恐ろしい|おそろしい|"""terrible, dreadful,<span style=""""color: rgb(102, 102, 102);"""">&nbsp;frightening, awful, terrifying</span>"""|昨夜恐ろしい夢を見た。<br><br>3年前、ここで恐ろしい事故がありました。
外人|がいじん|"""foreigner, <span style=""""color: rgb(102, 102, 102);"""">alien</span>"""|この町には外人が少ない。<br><br>今日、外人に道を聞かれました。
牛|うし|"""cow, <font color=""""#8e8e93"""">cattle, bull, ox</font>"""|牛が草を食べています。<br><br>牛は上手に泳ぐことができます。
食堂|しょくどう|"""<span style=""""color: rgb(125, 97, 57);"""">cafeteria, canteen</span>"""|大学の食堂は安い。<br><br>この食堂はセルフサービスです。
毎年|まいねん|"""every year <font color=""""#8e8e93"""">(formal)</font>"""|毎年給料が上がる。<br><br>野菜の値段が毎年上がっています。
毎週|まいしゅう|every week|私は毎週母に電話をします。<br><br>この週刊誌を毎週買っているの。
何度|なんど|how many times; how many degrees|あの店には何度も行きました。<br><br>子どもの時、母と一緒に何度かディズニーランドに行きました。
 なかなか| なかなか|"""not easily, hardly, <font color=""""#8e8e93"""">not readily</font> <font color=""""#8e8e93"""">(in a negative sentence)</font>"""|荷物がなかなか届きません。<br><br>バスがなかなか来ません。
さっき|さっき|"""<span style=""""color: rgb(255, 170, 0);"""">earlier, recently, </span><span style=""""color: rgb(255, 0, 0);"""">just now,</span><font color=""""#ffaa00""""><span style=""""caret-color: rgb(255, 170, 0);"""">&nbsp;</span></font><span style=""""color: rgb(102, 102, 102);"""">a little while ago</span>"""|さっきの話を続けましょう。<br><br>さっき郵便が届きました。
久しぶり|ひさしぶり|"""long time no see, <span style=""""color: rgb(102, 102, 102);"""">after a long time</span>"""|明日、久しぶりに友達に会います。<br><br>彼に会ったのは久しぶりです。
便利|べんり|"""convenient <font color=""""#8e8e93"""">(な adj)</font>"""|インターネットはとても便利です。<br><br>自転車は便利な乗り物です。
迷惑|めいわく|"""trouble, inconvenience,&nbsp;<div><font color=""""#8e8e93"""">annoyance&nbsp;</font>&nbsp;</div><div><font color=""""#8e8e93"""">(な adj/noun)</font></div> """|人に迷惑をかけてはいけません。<br><br>夜中に電話したら迷惑ですよ。
そんなに|そんなに|that, that much, so much|一度にそんなにたくさんはできない。<br><br>あのスーツはそんなに高くない。
びっくりする|びっくりする|"""to be surprised, be startled <font color=""""#8e8e93"""">(casual) (no direct object)</font>"""|大きな音にびっくりしました。<br><br>急に名前を呼ばれてびっくりしました。
足りる|たりる|"""to suffice, be enough <font color=""""#8e8e93"""">(no direct object)<br></font>ーー足すたす"""|お金が足りなくて買えなかった。<br><br>千円で足りました。
疲れる|つかれる|"""to get tired, <font color=""""#8e8e93"""">become fatigued</font>"""|今日は疲れました。<br><br>少し疲れました。
ひどい|ひどい|terrible, awful, cruel|妹とひどい喧嘩をした。<br><br>今日はひどい雨になりましたね。
全然|ぜんぜん|"""not at all<div><br></div><div><font color=""""#8e8e93"""">note: in modern Japanese, it&nbsp;can be used to be mean </font><b><font color=""""#30d158"""">completely</font></b><font color=""""#8e8e93""""> in positive sentences even though this is grammatically incorrect</font></div>"""|この本は全然面白くなかった。<br><br>今月はお金が全然足りません。
猫|ねこ|cat|私は猫が大好きです。<br><br>庭に白い猫がいます。
デパート|でぱーと|department store (loan word)|私はデパートで靴を買った。<br><br>私たちは、子供を連れてデパートに行った。
トイレ|といれ|"""toilet, bathroom, restroom, <span style=""""color: rgb(102, 102, 102);"""">lavatory (loan word)</span>"""|トイレを掃除しましたか。<br><br>すみません、トイレはどこですか。
地下鉄|ちかてつ|subway|私は地下鉄で通勤しています。<br><br>次の駅で地下鉄に乗り換えます。
駐車場|ちゅうしゃじょう|parking area, parking lot|車は駐車場に止めてください。<br><br>この駐車場は1時間400円です。
ぶつかる|ぶつかる|"""to collide with, bump into <font color=""""#8e8e93"""">(no direct object)</font>"""|車が電柱にぶつかった。<br><br>スマホを見ていたら人にぶつかった。
運賃|うんちん|"""transportation fare/fee&nbsp;<font color=""""#8e8e93"""">(for train, taxi, etc)<br></font>家賃"""|鉄道の運賃が値上げされたね。<br><br>運賃は降りる時に払ってください。
通学|つうがく|"""<font color=""""#007aff"""">commuting to school</font>"""|毎朝、通学に1時間かかる。<br><br>私は電車で通学しています。
見送る|みおくる|"""to see (someone) off <font color=""""#8e8e93"""">(direct object)</font>"""|彼が外国に行くのを見送りました。<br><br>私たちはみんなで彼を見送りました。
泣く|なく|"""to cry, <font color=""""#8e8e93"""">weep</font>"""|妹はすぐに泣く。<br><br>どうして泣いているの。
レストラン|れすとらん|restaurant|レストランでインド料理を食べました。<br><br>レストランを予約しました。
メモ|めも|"""<span style=""""color: rgb(255, 0, 255);"""">memo, note</span>"""|メモを取ってください。<br><br>用件をメモしておきました。
予約|よやく|"""reservation, <font color=""""#8e8e93"""">booking</font>&nbsp;<font color=""""#8e8e93"""">appointment</font>"""|レストランを予約しました。<br><br>予約は要りません。
番号|ばんごう|<div>(assigned) number</div>|この番号に電話してください。<br><br>電話番号を間違えました。
注文|ちゅうもん|order|レストランでピザを注文しました。<br><br>カタログを見て注文したんだ。
パン|ぱん|"""<font color=""""#ff9500"""">bread</font>"""|朝ご飯にはいつもパンを食べる。<br><br>私はパンよりご飯が好きだ。
ワイン|わいん|wine|ワインを少し飲みました。<br><br>私はワインが好きです。
材料|ざいりょう|"""<span style=""""color: rgb(0, 170, 0);"""">material, ingredient</span>"""|サラダの材料をそろえました。<br><br>カレーの材料を買いに行きましょう。
豚肉|ぶたにく|"""<span style=""""color: rgb(255, 170, 0);"""">pork</span>"""|豚肉は美味しいです。<br><br>今、豚肉が安くなっていますよ。
焼く|やく|"""to cook, burn, <font color=""""#8e8e93"""">bake, grill</font>&nbsp;<font color=""""#8e8e93"""">(direct object)</font>"""|今、魚を焼いています。<br><br>晩ご飯に肉を焼きました。
匂い|におい|"""<span style=""""color: rgb(255, 170, 0);"""">smell, scent, odor</span>"""|いい匂いがする。<br><br>私はバラの匂いが大好きです。
付ける|つける|"""to attach, apply, put<font color=""""#8e8e93""""> (on)</font>&nbsp;<font color=""""#8e8e93"""">(direct object を)</font>"""|おまけを付けました。<br><br>プレゼントにリボンを付けた。
痩せる|やせる|"""<span style=""""color: rgb(255, 0, 255);"""">to lose weight, become thin</span>"""|私は少し痩せました。<br><br>お医者さんに痩せるように言われました。
届ける|とどける|"""to deliver <font color=""""#8e8e93"""">(direct object)</font>"""|これを彼に届けてください。<br><br>この花をお祖母ちゃんに届けてください。
間に合う|まにあう|"""<font color=""""#34c759"""">to make it on time,</font> <font color=""""#ff9500"""">be enough</font>, <font color=""""#8e8e93"""">suffice</font><div><font color=""""#8e8e93""""><span style=""""caret-color: rgb(142, 142, 147);"""">(no direct object)</span></font></div>"""|授業に間に合いました。<br><br>駅まで走って電車に間に合いました。
向く|むく|"""to turn, face&nbsp;<span style=""""color: rgb(102, 102, 102);"""">(no direct object)</span>"""|こっちを向いてください。<br><br>後ろを向いて。
強さ|つよさ|strength|風の強さに驚きました。<br><br>私は女性にも強さが必要だと思います。
得意|とくい|"""<font color=""""#30d158"""">(to be) good at, one's specialty</font>"""|彼は歌が得意です。<br><br>彼女はギターが得意です。
塗る|ぬる|"""to spread on, paint <font color=""""#8e8e93"""">(direct object)</font>"""|壁にペンキを塗っています。<br><br>手にハンドクリームを塗りました。
投げる|なげる|to throw|ボールをこっちに投げてください。<br><br>彼はボールを投げた。
習う|ならう|"""to learn, <font color=""""#8e8e93"""">take lessons</font>"""|私はダンスを習っています。<br><br>昔、ピアノを習っていました。
注目|ちゅうもく|"""<span style=""""color: rgb(255, 0, 255);"""">attention, notice, </span><font color=""""#8e8e93"""">focus</font>"""|私たちはその会社に注目している。<br><br>この写真の右側の花に注目してください。
未来|みらい|"""<font color=""""#af52de"""">future</font>"""|未来は誰にも分からない。<br><br>お二人の未来に乾杯しましょう。
箱|はこ|"""box, <font color=""""#8e8e93"""">case</font>"""|この箱は重い。<br><br>棚からその箱を下ろしてください。
右手|みぎて|"""right hand, <font color=""""#8e8e93"""">the right hand side</font>"""|私は右手で字を書きます。<br><br>彼は右手でボールを取りました。
左手|ひだりて|left hand|彼女は左手で字を書く。<br><br>私はいつも左手に時計をします。
プール|ぷーる|"""<font color=""""#0a84ff"""">pool</font>"""|私は夏休みにプールに行った。<br><br>プールは人でいっぱいです。
ピアノ|ぴあの|piano|昔、ピアノを習っていました。<br><br>このピアノは音があまり良くない。
光る|ひかる|to shine, sparkle, emit light|波がきらきら光っていました。<br><br>星がきらきら光っている。
踏む|ふむ|"""to step on, tread on&nbsp;<span style=""""color: rgb(102, 102, 102);"""">(direct object)</span>"""|運転手がブレーキを踏んだ。<br><br>花を踏まないでください。
別々|べつべつ|"""<span style=""""color: rgb(255, 0, 255);"""">separately</span>"""|別々に払いましょう。<br><br>私たち夫婦は別々の部屋で寝ています。
ボール|ぼーる|ball|彼はボールを投げた。<br><br>ボールが彼の頭に当たった。
握る|にぎる|"""<font color=""""#ff9500"""">to grasp, grip, hold </font><font color=""""#8e8e93"""">(direct object)</font>"""|少女は母親の手を握った。<br><br>ずっとペンを握っていたので、手が痛いです。
真っ赤|まっか|"""deep red, bright red, <font color=""""#8e8e93"""">vivid red</font>&nbsp;<font color=""""#8e8e93"""">(な adj noun)</font>"""|彼の顔は真っ赤でした。<br><br>彼女は真っ赤なドレスを着ていました。
拾う|ひろう|"""to pick up <font color=""""#8e8e93"""">(direct object を)</font>"""|道で財布を拾った。<br><br>私は子猫を拾いました。
回す|まわす|"""to turn, rotate <font color=""""#8e8e93"""">(direct object)</font>"""|ねじは左に回すと外れます。<br><br>そのピッチャーは右腕を大きく回した。
ノート|のーと|"""notebook <span style=""""color: rgb(102, 102, 102);"""">(loan word)</span>"""|ノートを開いてください。<br><br>大切なことはノートに書いてください。
辞める|やめる|"""to resign, leave (one's job), quit <font color=""""#8e8e93"""">(no direct object)</font>"""|彼は会社を辞めます。<br><br>こんな会社、もう辞めたい。
揺れる|ゆれる|"""to shake, sway <font color=""""#8e8e93"""">(no direct object が)</font>"""|風で木が揺れています。<br><br>地震で家がかなり揺れました。
立派|りっぱ|"""fine, elegant, magnificent <font color=""""#8e8e93"""">(な adj)</font>"""|彼は立派な人です。<br><br>彼らは立派な家を建てました。
練習|れんしゅう|practice, training|娘は今、バイオリンを練習しています。<br><br>息子は土曜日も日曜日もサッカーの練習に行く。
割る|わる|"""to crack, split, break, shatter<span style=""""color: rgb(142, 142, 147);""""> (direct object)</span>"""|皿を落として割った。<br><br>卵を三つ割ってください。
部分|ぶぶん|"""<font color=""""#ff9f0a"""">part, section</font>"""|この部分は問題ないです。<br><br>あなたのレポートのこの部分を直してください。
拭く|ふく|"""to wipe, dry <font color=""""#8e8e93"""">(direct object を)</font>"""|タオルで体を拭きました。<br><br>彼はタオルで顔を拭きました。
招く|まねく|"""<font color=""""#007aff"""">to invite </font><font color=""""#8e8e93"""">(direct object)</font>"""|両親を食事に招いた。<br><br>私は友達のホームパーティーに招かれました。
急|きゅう|"""urgent, steep <font color=""""#8e8e93"""">(な adj)</font>"""|急な坂道を上った。<br><br>彼の入院は急なことで、みんな驚いた。
汚れる|よごれる|"""<span style=""""color: rgb(255, 170, 0);"""">to become dirty</span>"""|エプロンをしないと服が汚れます。<br><br>ズボンが汚れた。
渡る|わたる|"""<span style=""""color: rgb(14, 130, 255);"""">to cross, go across </span><font color=""""#8e8e93"""">(no direct object)</font>"""|私たちは歩いて橋を渡った。<br><br>小さな川を渡りました。
途中|とちゅう|on the way, half way|途中で30分ほど休みましょう。<br><br>途中で財布を落としました。
インタビュー|いんたびゅー|interview (loan word)|彼はインタビューに、はきはきと答えてたよ。<br><br>今日はインタビューが二つ入っています。
盗む|ぬすむ|"""to steal, rob <font color=""""#8e8e93"""">(direct object を)</font>"""|誰かが私のカバンを盗みました。<br><br>私は財布を盗まれました。
普段|ふだん|"""<font color=""""#ff9500"""">usual, ordinary</font>"""|私は普段はTシャツとジーンズを着ています。<br><br>私は普段、自転車で大学に行きます。
旅館|りょかん|"""<font color=""""#ff9500"""">Traditional Japanese inn</font>"""|京都では旅館に泊まりました。<br><br>旅館の朝食にのりが出ました。
博物館|はくぶつかん|museum|昨日、車の博物館に行った。<br><br>ロンドンに有名な博物館があります。
ホーム|ほーむ|"""platform <font color=""""#8e8e93"""">(trains)</font>"""|もうすぐこのホームに電車が来ます。<br><br>ホームのいちばん前で待ってます。
引っ越す|ひっこす|"""<font color=""""#34c759"""">to move, relocate</font>"""|来月、大阪に引っ越します。<br><br>私たちは先週、北海道から引っ越してきました。
荷物|にもつ|"""luggage, baggage, <font color=""""#8e8e93"""">package, load</font>"""|彼は大きな荷物を持ってきた。<br><br>九日に荷物が届きます。
家賃|やちん|"""<font color=""""#ff9500"""">rent</font> <font color=""""#8e8e93"""">(for a place to live)</font>"""|ここの家賃は12万円です。<br><br>ここは家賃が高いので引っ越したいです。
計画|けいかく|"""<font color=""""#bf5af2"""">plan, </font><font color=""""#8e8e93"""">project, scheme</font>"""|彼は一人旅の計画を立てた。<br><br>私たちは今年の夏休みにキャンプを計画しています。
廊下|ろうか|hallway, corridor|廊下は走らないでください。<br><br>廊下から大きな足音が聞こえた。
天井|てんじょう|ceiling|この部屋は天井が高いですね。<br><br>私は眠れるまでずっと天井を見ていた。
ベッド|べっど|bed|彼はベッドで寝ています。<br><br>ベッドで赤ちゃんが眠っています。
ソファー|そふぁー|sofa, couch|このソファーは気持ちがいい。<br><br>私の犬はいつもこのソファーに座ります。
屋根|やね|roof|屋根にカラスが止まっています。<br><br>ネコが屋根に上っている。
祭り|まつり|"""<font color=""""#34c759"""">festival</font>"""|彼女は祭りが大好きです。<br><br>5月に浅草でとても有名なお祭りがあります。
離婚|りこん|divorce|友人が離婚しました。<br><br>私たちには子供がいますが、離婚を考えています。
葉|は|"""<font color=""""#34c759"""">leaf</font>"""|これは桜の葉です。<br><br>秋は木の葉が赤や黄色になります。
ボート|ぼーと|"""small<font color=""""#8e8e93""""><span style=""""caret-color: rgb(142, 142, 147);""""> </span></font>boat, <font color=""""#8e8e93"""">small craft</font>"""|池でボートに乗りました。<br><br>ボートが川に沈んだ。
燃える|もえる|"""<span style=""""color: rgb(255, 170, 0);"""">to burn, catch on fire</span> <font color=""""#8e8e93"""">(no direct object)</font>"""|山が燃えています。<br><br>庭で何かが燃えています。
巻く|まく|"""<font color=""""#ff9500"""">to roll up, wrap </font><font color=""""#8e8e93"""">(direct object を)</font>"""|彼は頭にタオルを巻いていた。<br><br>彼女は今日、髪をきれいに巻いています。
プラスチック|ぷらすちっく|plastic|このカップはプラスチックです。<br><br>パーティーのためにプラスチックのスプーンとフォークを買いました。
訪れる|おとずれる|"""<span style=""""color: rgb(255, 170, 0);"""">to visit </span><span style=""""background-color: rgb(255, 170, 127); color: rgb(255, 0, 0);"""">(a place)</span><br><div><font color=""""#8e8e93"""">(no direct object)</font></div>"""|私は夏に京都を訪れました。<br><br>年間5万人がここを訪れます。
破る|やぶる|"""to tear, break, <span style=""""color: rgb(102, 102, 102);"""">breach,</span> <span style=""""color: rgb(102, 102, 102);"""">defeat, violate</span>"""|彼は約束を破った。<br><br>その男の子は、学校からの手紙を破って捨てました。
関係|かんけい|"""<span style=""""color: rgb(14, 130, 255);"""">relation, relationship, </span><span style=""""color: rgb(142, 142, 147);"""">connection&nbsp;</span><br>"""|彼はその事件に関係がない。<br><br>私と彼は親しい関係にあります。
不幸|ふこう|unhappiness, misfortune|彼女の家族に不幸があった。<br><br>彼女は自分が不幸だと思っています。
録音|ろくおん|"""<span style=""""color: rgb(14, 130, 255);"""">(sound) recording</span>"""|そのラジオ番組はもう録音しました。<br><br>日本人の友達に日本語の文章を録音してもらいました。
外国語|がいこくご|foreign language|外国語を習うのは難しい。<br><br>日本では外国語として英語を習います。
着物|きもの|"""<span style=""""color: rgb(14, 146, 255);"""">traditional Japanese clothes</span>"""|彼女は着物がよく似合います。<br><br>お正月に着物を着る人もいます。
牛乳|ぎゅうにゅう|milk|私は毎朝、牛乳を飲む。<br><br>この牛乳はもう古くなっています。
救急車|きゅうきゅうしゃ|ambulance|誰か救急車を呼んでください。<br><br>昨日の夜、祖父が救急車で運ばれました。
果物|くだもの|"""<font color=""""#bf5af2"""">fruit</font>"""|デザートに果物を食べましょう。<br><br>昨日珍しい果物を食べました。
間違い|まちがい|mistake, error|この文には間違いがあります。<br><br>彼女は同じ間違いを繰り返した。
映画館|えいがかん|movie theater|彼と近くの映画館に行きました。<br><br>この映画館のポップコーンは美味しいですよ。
怖い|こわい|scary, to be afraid|私は犬が怖いです。<br><br>私は怖い夢を見ました。
鏡|かがみ|"""<span style=""""color: rgb(255, 0, 255);"""">mirror</span>"""|彼女は鏡を見て髪を直した。<br><br>私は夜、鏡を見るのが怖いです。
草|くさ|"""<font color=""""#34c759"""">grass, weed</font>"""|庭に草が生えている。<br><br>牛が草を食べています。
敬語|けいご|polite speech|お客様には敬語を使いなさい。<br><br>敬語を正しく使うのは難しいです。
欠席|けっせき|"""absence <font color=""""#8e8e93"""">(from school, work, a gathering, etc.)</font>"""|風邪のため今日は欠席します。<br><br>彼女は今日、日本語の授業を欠席しました。
スイッチ|すいっち|switch|彼はカーラジオのスイッチを入れた。<br><br>部屋の電気のスイッチがどこか分かりません。
掃除|そうじ|cleaning|週末は部屋の掃除をしました。<br><br>トイレを掃除しましたか。
畳|たたみ|"""<font color=""""#ff9500"""">straw mat</font>"""|そのホテルには畳の部屋がある。<br><br>新しい畳はいい匂いがします。
速さ|はやさ|"""<span style=""""color: rgb(255, 170, 0);"""">speed</span>"""|新幹線の速さはどれくらいですか。<br><br>彼はすごい速さで走っていきました。
林|はやし|"""<span style=""""color: rgb(85, 170, 0);"""">forest, woods</span>"""|私たちは林の中に入っていった。<br><br>その林には鹿がいます。
プレゼント|ぷれぜんと|present (loan word)|誕生日にプレゼントをもらいました。<br><br>友達が誕生日プレゼントをくれた。
弁当|べんとう|boxed lunch|今日は弁当を持ってきました。<br><br>お母さんが毎日美味しいお弁当を作ってくれます。
いつでも|いつでも|"""whenever, anytime, <font color=""""#8e8e93"""">always,</font>&nbsp;<font color=""""#8e8e93"""">at all times</font>"""|いつでもうちに来てください。<br><br>質問があったら、いつでも聞いてください。
寂しい|さびしい|"""<font color=""""#007aff"""">lonely, </font><font color=""""#8e8e93"""">desolate, sad (in a lonely sense)</font>"""|これは寂しい曲ですね。<br><br>あなたがいなくて寂しいです。
少しも|すこしも|(not) in the least|あなたは少しも悪くない。<br><br>私は今日の数学の授業が少しも分かりませんでした。
尊敬|そんけい|"""<font color=""""#007aff"""">respect, esteem</font>"""|祖父は家族みんなに尊敬されています。<br><br>あなたの尊敬する人は誰ですか。
テニス|てにす|"""<font color=""""#34c759"""">tennis</font>"""|彼らはよくテニスをしています。<br><br>新しいコートでテニスをしました。
広さ|ひろさ|"""width, size, <font color=""""#8e8e93"""">breadth, area, extent</font>"""|その家の広さはどれ位ですか。<br><br>私は東京ドームの広さを調べました。
読み|よみ|reading|私はその漢字の読みを間違えました。<br><br>同じ漢字でも読みが二つ以上ある言葉があります。
我慢|がまん|patience, endurance|彼のわがままには我慢できません。<br><br>我慢が必要な時もあります。
国籍|こくせき<br>国際　こくさい|nationality, citizenship|私は日本国籍です。<br><br>彼はアメリカと日本の国籍を持っています。
恥ずかしい|はずかしい|embarrassed, ashamed|とても恥ずかしかった。<br><br>私は字が汚くて恥ずかしいです。
ボタン|ぼたん|button|ボタンを押してください。<br><br>シャツのボタンが取れた。
洋服|ようふく|(western-style) clothes|今日は洋服を買いにいきます。<br><br>彼女は洋服をたくさん持っています。
油|あぶら|"""<font color=""""#ff9500"""">oil</font>"""|水と油は混ざらない。<br><br>私は料理をする時、油をあまり使いません。
おかしい|おかしい|"""<span style=""""color: rgb(255, 0, 255);"""">funny, comical</span>"""|彼の話はおかしかった。<br><br>子供みたいなことをして、おかしいね。
余る|あまる|"""<span style=""""color: rgb(245, 54, 141);"""">to remain, be in excess</span>"""|夕食の料理がたくさん余った。<br><br>みんなから集めたお金が少し余りました。
